activity_id,sport_type,timestamp,latitude,longitude,speed,cadence,heart_rate
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:38Z,-8.05466667,-34.95498167,0.0,,
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:39Z,-8.05465334,-34.95498167,0.0,,
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:40Z,-8.05464268,-34.954979,0.0,88.0,
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:41Z,-8.05462002,-34.954984,0.0,87.0,
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:42Z,-8.0545987,-34.95499432,0.0,87.0,
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:43Z,-8.05458836,-34.95500865,0.0,87.0,
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:44Z,-8.05458136,-34.95502798,0.0,87.0,
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:45Z,-8.05457571,-34.95504931,0.0,87.0,
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:46Z,-8.05457437,-34.95507197,0.0,87.0,
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:47Z,-8.05457338,-34.95509563,0.0,87.0,100.0
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:48Z,-8.05456906,-34.95511963,1.1799999475479126,87.0,99.0
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:49Z,-8.05456938,-34.95514295,1.1799999475479126,87.0,99.0
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:50Z,-8.05456673,-34.95516561,2.4000000953674316,86.0,99.0
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:51Z,-8.05457006,-34.95518494,2.440000057220459,86.0,98.0
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:52Z,-8.05457438,-34.95520661,2.440000057220459,87.0,99.0
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:53Z,-8.05457838,-34.9552256,2.450000047683716,87.0,103.0
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:54Z,-8.05457871,-34.9552466,2.4600000381469727,88.0,107.0
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:55Z,-8.05457738,-34.95526526,2.4600000381469727,88.0,107.0
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:56Z,-8.05457405,-34.95528592,2.430000066757202,88.0,109.0
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:57Z,-8.05456672,-34.95530458,2.390000104904175,87.0,110.0
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:58Z,-8.05455572,-34.95532324,2.359999895095825,88.0,110.0
2025-01-07T22:56:30Z,Run,2025-01-07T22:56:59Z,-8.05454406,-34.95534057,2.3499999046325684,87.0,114.0
2025-01-07T22:56:30Z,Run,2025-01-07T22:57:00Z,-8.05453006,-34.9553569,2.369999885559082,88.0,116.0
2025-01-07T22:56:30Z,Run,2025-01-07T22:57:01Z,-8.05451574,-34.9553709,2.369999885559082,88.0,116.0
2025-01-07T22:56:30Z,Run,2025-01-07T22:57:02Z,-8.05450008,-34.95538289,2.390000104904175,88.0,118.0
2025-01-07T22:56:30Z,Run,2025-01-07T22:57:03Z,-8.05448375,-34.95539356,2.380000114440918,88.0,121.0
